np,nc,no
0.345857,3.62305,-37.4897
0.757362,3.68896,-31.4159
1.0312,3.48389,-26.3894
1.3999,3.68164,-21.9911
1.76296,3.69995,-17.8024
2.05155,3.69385,-13.823
2.28241,3.70239,-9.21534
2.58608,3.79395,-5.13127
3.0154,3.78784,-0.523599
3.37561,3.8855,4.08407
3.75189,3.89404,8.4823
4.2881,3.84277,13.09
4.59045,3.67554,17.4882
4.70706,3.5376,21.677
4.95421,3.63525,25.5516
5.3204,3.80493,30.1593
5.67779,3.46558,35.5
5.85044,3.56567,41.7832
6.18213,3.66211,48.3805
6.6131,3.51563,54.0354
6.79897,3.66333,59.3761
6.93065,3.2605,62.413
7.21755,3.59863,64.1932
7.322,3.22021,66.0782
7.60935,3.37891,70.267
7.72363,3.23608,75.2935
7.63911,3.28979,82.1003
7.84458,3.30078,87.3363
7.94835,2.96021,89.326
8.08291,3.12866,92.8864
8.15621,3.17139,95.9233
7.991,2.76367,100.74
7.91357,2.6416,105.558
8.02992,2.73438,113.726
7.86405,2.86011,113.726
7.8516,2.4707,116.344
8.04664,2.50122,120.218
8.04996,2.17529,123.988
7.9096,2.13501,125.035
7.90228,2.34863,127.653
7.26477,2.15698,131.842
6.77253,2.06299,132.052
6.75159,2.19849,136.45
6.6505,1.87256,142
6.57514,1.84814,141.058
6.41027,2.00928,142.209
5.90977,1.47705,147.445
5.68032,1.61621,146.817
5.53872,1.41113,150.692
4.98932,1.31592,153.519
4.54689,1.23413,152.472
4.38337,1.11084,154.252
4.09644,0.874023,155.718
3.52195,0.648193,158.65
3.41014,0.631104,159.279
3.24964,0.446777,159.069
3.10989,0.367432,160.326
2.75485,0.463867,162.316
2.41237,0.235596,161.478
2.18544,0.130615,162.316
1.92072,0.0244141,162.106
1.63253,0.142822,159.907
1.40179,-0.3125,161.897
1.16718,-0.153809,163.258
0.781912,-0.452881,162.525
0.526716,-0.400391,162.316
0.206206,-0.789795,164.934
-0.121672,-0.625,160.745
-0.345249,-0.65918,158.65
-0.568881,-1.00952,160.117
-0.777505,-0.90332,155.718
-1.09422,-1.2085,155.299
-1.37029,-1.46606,155.928
-1.59367,-1.38184,153.833
-2.03577,-1.58569,153.833
-2.5338,-1.80664,152.053
-2.70917,-1.92383,150.482
-2.90548,-2.09717,148.702
-3.20055,-2.35229,143.257
-3.45932,-2.24243,142
-3.5453,-2.32788,138.858
-3.57695,-2.28271,134.041
-3.77298,-2.36084,133.832
-3.64917,-2.60498,131.842
-3.55521,-2.81372,126.606
-3.61471,-2.91016,121.58
-3.6073,-2.66479,119.381
-3.59943,-2.91748,114.982
-3.41889,-2.96265,112.364
-3.27414,-3.03711,110.794
-3.22329,-3.13843,105.558
-2.97284,-3.28613,99.6932
-2.85514,-3.36914,95.5044
-2.73899,-3.43872,91.5251
-2.35031,-3.07739,86.0796
-2.20687,-3.68408,83.2522
-2.04475,-3.37402,79.2729
-1.68844,-3.5437,74.2463
-1.39603,-3.63159,70.267
-1.22846,-3.42773,65.6593
-0.905995,-3.50098,60.6327
-0.60233,-3.66577,56.6534
-0.227804,-3.55957,46.1814
0.131679,-3.48633,46.1814
0.450131,-3.72803,40.736
0.662349,-3.76343,35.1858
0.999218,-4.04053,29.531
1.42385,-3.72925,24.295
1.66222,-3.76221,16.1268
1.91346,-3.66943,12.4617
2.18548,-3.73047,8.27286
2.59093,-3.81836,3.87463
2.94579,-3.88672,3.87463
3.31415,-3.8208,-1.15192
3.6494,-3.76099,-5.96903
4.07377,-3.66821,-10.1578
4.32841,-3.71582,-14.0324
4.26242,-3.56323,-17.5929
4.55799,-3.67676,-20.8392
4.80699,-3.62427,-24.3997
5.02128,-3.46558,-29.2168
5.19812,-3.48755,-34.4528
5.54587,-3.42407,-40.1077
5.83731,-3.26416,-45.6578
6.11919,-3.34595,-50.2655
6.23927,-3.24951,-55.0826
6.2308,-3.05908,-58.9572
6.25446,-3.39233,-62.3083
6.40607,-3.06274,-66.497
6.58716,-3.0542,-70.5811
6.82203,-2.88086,-74.351
6.77079,-2.8479,-78.0162
6.91243,-2.80518,-81.3672
6.75958,-2.69043,-87.9646
6.53729,-2.72095,-91.6298
6.75271,-2.22412,-94.4572
6.50974,-2.55005,-99.5885
6.24031,-2.43042,-103.882
6.52305,-2.17896,-106.291
6.613,-1.93115,-107.024
6.27379,-2.17773,-109.642
5.98576,-1.92749,-112.05
5.78972,-2.03979,-115.087
5.6672,-1.4624,-119.695
5.47278,-1.34277,-122.103
5.11829,-1.44165,-122.522
5.09714,-1.61743,-123.255
4.9999,-1.58813,-126.292
4.67885,-1.15967,-127.758
4.31853,-1.19629,-129.538
4.05083,-0.826416,-132.366
3.77007,-0.838623,-133.727
3.39014,-0.623779,-135.088
3.2633,-0.362549,-135.926
2.96434,-0.440674,-136.345
2.65981,-0.456543,-135.717
2.53889,-0.410156,-136.764
2.30662,-0.460205,-136.973
3.84842,-6.073,-135.717
14.1519,-6.84448,-138.754
25.2626,-6.57349,-140.743
26.7299,-6.24878,-142.314
26.4775,-6.13037,-152.367
26.6149,-5.25146,-160.221
24.7472,-5.07202,-167.237
21.5711,-4.46655,-176.662
18.3995,-3.16162,-183.469
15.0697,-2.21191,-187.867
11.6158,-1.90308,-192.684
9.48718,-1.37817,-199.491
7.4819,-0.853271,-201.271
5.21785,-0.617676,-202.737
3.81338,-0.48584,-205.355
3.31071,-0.405273,-204.727
2.77891,-0.252686,-205.146
2.20764,0.117188,-205.774
1.82778,-0.0805664,-204.727
1.41849,0.20752,-206.507
1.21943,0.509033,-205.146
0.8637,0.39917,-205.565
0.513549,0.498047,-204.727
0.332879,0.328369,-206.298
0.25652,0.460205,-205.355
0.120534,0.498047,-204.937
-0.108626,0.289307,-204.937
-0.0508671,0.528564,-204.727
-0.049001,0.53833,-206.298
0.0534445,0.317383,-202.737
-0.160736,0.625,-202.737
-0.371248,0.561523,-202.737
-0.38444,0.577393,-200.538
-0.0434248,0.645752,-200.329
0.662425,0.407715,-200.329
0.988109,0.0305176,-196.664
0.988212,0.0817871,-197.92
1.03863,0.34668,-194.465
1.27693,0.118408,-194.465
1.8672,-0.174561,-196.14
2.593,-0.0378418,-193.941
2.62263,-0.250244,-192.265
2.79395,-0.531006,-195.093
3.16908,-0.386963,-193.522
3.20583,-0.426025,-196.35
3.14489,-0.639648,-195.302
3.21975,-0.378418,-195.931
3.23886,-0.317383,-198.13
3.32197,-0.396729,-197.292
3.11319,-0.292969,-197.083
3.00952,-0.466309,-199.282
3.03019,-0.534668,-196.14
2.85926,-0.385742,-198.863
2.94314,-0.402832,-198.549
2.89057,-0.472412,-196.873
2.68352,-0.114746,-200.119
2.89153,0.0268555,-197.501
2.84026,-0.345459,-198.549
2.7291,-0.292969,-199.91
2.63947,-0.412598,-200.957
2.4216,-0.162354,-198.339
2.26901,-0.137939,-199.701
2.31723,-0.344238,-197.292
2.37684,-0.197754,-197.083
2.56274,-0.00976563,-200.119
2.7806,-0.218506,-197.711
2.60587,-0.250244,-201.481
2.36792,-0.135498,-200.957
2.14873,-0.250244,-198.549
1.99572,-0.217285,-200.748
2.31935,-0.00976563,-197.083
2.35806,-0.386963,-197.92
2.32118,-0.166016,-200.119
2.606,0.0793457,-198.549
2.33029,-0.130615,-199.491
2.18683,-0.107422,-199.701
2.22579,-0.0305176,-199.072
2.06059,-0.20752,-199.701
2.11141,-0.0817871,-199.701
2.10558,-0.0939941,-199.282
2.05887,-0.388184,-200.119
2.02531,-0.202637,-199.91
2.01753,0.262451,-198.863
1.9487,-0.0842285,-200.538
2.15167,0.111084,-198.13
2.08455,-0.098877,-198.863
2.05104,-0.379639,-198.863
2.28569,-0.19043,-197.711
2.31381,-0.0939941,-199.282
2.41796,-0.474854,-198.863
2.32661,-0.0488281,-201.9
2.16653,0.311279,-200.119
1.95844,-0.0805664,-198.549
1.93432,-0.26123,-199.491
2.11472,0.0634766,-195.093
2.13892,-0.330811,-198.339
2.58916,-0.466309,-198.13
2.69297,-0.0891113,-197.501
2.59071,-0.236816,-202.319
2.50707,-0.235596,-198.863
2.12389,0.411377,-199.701
2.02893,-0.117188,-199.91
2.23902,-0.0842285,-195.721
2.07496,-0.0158691,-198.339
2.37988,-0.336914,-199.491
2.60569,-0.220947,-197.083
2.29503,-0.0817871,-200.329
2.45858,-0.57373,-198.863
2.40278,-0.0463867,-199.282
2.23166,0.169678,-200.329
2.35489,-0.220947,-199.282
2.22283,-0.318604,-198.549
1.96745,-0.184326,-200.538
1.96354,-0.281982,-197.501
1.92969,-0.0952148,-199.282
1.95397,0.0708008,-199.701
2.11989,-0.17334,-196.873
2.11602,-0.0256348,-200.329
2.32041,0.0134277,-197.292
2.3339,0.012207,-197.92
2.22102,-0.48584,-197.711
2.42937,-0.330811,-198.13
2.53512,-0.189209,-200.329
2.58141,-0.373535,-197.711
2.35826,-0.0695801,-198.339
2.35845,0.0390625,-197.711
2.41962,-0.231934,-194.883
2.42131,-0.0598145,-199.282
2.8195,-0.27832,-196.664
2.79177,-0.341797,-198.549
2.67457,-0.412598,-201.271
2.66132,-0.113525,-197.292
2.19089,-0.245361,-199.91
2.37169,-0.256348,-198.339
2.40646,-0.275879,-199.491
2.32137,0.262451,-199.072
2.54096,-0.0476074,-197.501
2.38159,-0.462646,-199.91
2.51558,-0.317383,-198.339
2.45081,-0.144043,-199.282
2.32501,-0.285645,-200.329
2.43118,-0.0744629,-199.491
2.25374,0.129395,-199.282
2.02291,-0.231934,-200.748
2.04897,0.078125,-197.711
2.02113,-0.0817871,-200.119
2.0882,-0.279541,-199.282
2.2633,-0.26001,-197.92
2.12041,-0.0561523,-200.119
2.26871,-0.283203,-198.13
2.28174,-0.065918,-199.701
2.28036,0.187988,-199.072
2.31942,-0.224609,-201.271
2.26934,0.0231934,-200.748
2.04027,0.0231934,-198.339
1.85217,-0.272217,-199.491
2.07183,-0.167236,-196.14
2.13665,-0.057373,-197.501
2.41012,-0.333252,-199.491
2.6744,-0.112305,-197.711
2.44771,0.180664,-202.109
2.38281,-0.0305176,-199.91
2.1262,0.0378418,-198.863
1.88768,0,-200.329
2.09958,-0.247803,-196.35
2.10502,-0.314941,-198.339
2.3154,-0.0598145,-199.91
2.52586,-0.244141,-198.13
2.33235,-0.192871,-199.91
2.32835,0.117188,-199.072
2.33223,-0.270996,-199.072
2.25608,-0.424805,-199.701
2.3248,-0.0561523,-199.282
2.23345,-0.327148,-198.863
2.19986,-0.227051,-199.91
2.23724,0.0305176,-198.549
2.1854,-0.141602,-198.549
2.23165,-0.194092,-200.119
2.34519,0.12207,-197.292
2.17448,-0.12207,-199.282
2.29155,-0.229492,-197.711
2.33945,-0.0720215,-197.501
2.33359,-0.390625,-198.339
2.48655,-0.36377,-198.339
2.50149,-0.0878906,-201.271
2.48043,-0.323486,-199.282
2.239,0.0854492,-198.549
2.09192,0.19165,-199.282
2.23713,-0.285645,-194.883
2.23006,-0.214844,-198.549
2.24666,-0.136719,-197.711
2.34337,-0.340576,-197.501
2.24451,-0.3479,-202.109
2.13671,0.0793457,-197.92
1.98976,0.240479,-199.282
2.11647,-0.140381,-199.282
2.39964,0.112305,-195.302
2.14408,-0.124512,-198.13
2.47302,-0.354004,-199.072
2.62193,-0.0744629,-196.35
2.47712,-0.272217,-199.701
2.63734,-0.593262,-198.339
2.48866,-0.142822,-198.863
2.2636,-0.102539,-200.329
2.39937,-0.0842285,-199.491
2.30942,0.106201,-198.549
2.15153,-0.200195,-200.538
2.30058,-0.385742,-197.292
2.25609,-0.135498,-199.491
2.46657,-0.268555,-199.701
2.45111,-0.515137,-197.292
2.22772,0.161133,-198.13
2.16459,-0.177002,-199.491
2.15891,-0.12085,-198.863
2.3583,-0.136719,-199.701
2.19259,-0.266113,-200.957
2.08689,-0.0109863,-198.339
2.00124,-0.0305176,-199.701
2.05476,-0.341797,-197.711
2.07503,-0.0512695,-196.35
2.28919,-0.0744629,-199.91
2.65374,-0.136719,-197.292
2.57366,-0.26123,-200.538
2.57582,0.0549316,-201.271
2.26734,-0.200195,-198.13
1.86903,-0.20874,-200.538
2.1294,-0.012207,-197.292
2.3412,-0.43457,-197.292
2.30619,-0.255127,-199.491
2.66004,0.142822,-198.863
2.55216,-0.217285,-198.339
2.47943,-0.0378418,-199.282
2.52565,-0.168457,-198.549
2.20935,-0.29541,-198.863
2.24499,-0.317383,-199.701
2.33394,-0.00976563,-199.072
2.2409,-0.388184,-199.072
2.20358,-0.135498,-199.91
2.19639,0.263672,-197.711
2.26901,-0.307617,-199.91
2.42881,0.00610352,-197.92
2.31186,-0.240479,-197.711
2.3192,-0.352783,-199.072
2.53344,-0.257568,-197.711
2.42589,-0.164795,-199.282
2.48316,-0.289307,-198.863
2.39387,-0.0476074,-201.481
2.18171,0.158691,-200.329
2.08291,-0.0817871,-198.339
2.12219,-0.109863,-199.491
2.19855,-0.170898,-195.302
2.32164,-0.192871,-197.92
2.65632,-0.378418,-199.072
2.77714,-0.0830078,-197.501
2.46651,-0.2771,-202.319
2.39557,-0.212402,-199.491
2.14304,0.32959,-199.282
2.00719,-0.125732,-200.329
2.32467,-0.0463867,-196.35
2.17012,-0.0146484,-198.549
2.34127,-0.389404,-199.91
2.4734,-0.195313,-197.711
2.25556,-0.012207,-200.329
2.42527,-0.426025,-199.072
2.30259,0.00488281,-199.282
2.17416,0.0549316,-200.538
2.35814,-0.126953,-199.491
2.20345,-0.228271,-199.072
2.12033,-0.26123,-200.538
2.25657,-0.189209,-197.92
2.20442,-0.179443,-199.491
2.36471,-0.0842285,-200.329
2.31772,-0.0390625,-197.501
2.01222,-0.0305176,-200.538
2.31354,0.180664,-198.339
2.33735,0.00976563,-198.549
2.21882,-0.286865,-199.072
2.31001,-0.252686,-199.072
2.25546,-0.157471,-201.481
2.22006,-0.249023,-199.072
2.08062,-0.00854492,-199.491
1.89463,-0.231934,-199.072
1.99163,-0.141602,-195.721
2.09934,0.102539,-199.701
2.46349,-0.3479,-197.501
2.45227,-0.313721,-198.863
2.33751,-0.330811,-201.69
2.3916,-0.247803,-197.711
2.16835,-0.100098,-198.339
2.17971,-0.153809,-196.14
2.27649,-0.324707,-199.072
2.46421,-0.205078,-198.549
2.55577,-0.258789,-196.873
2.3697,-0.559082,-199.282
2.63694,-0.330811,-197.92
2.596,-0.249023,-198.549
2.38633,-0.368652,-199.701
2.5523,-0.00976563,-199.072
2.53951,-0.168457,-198.339
2.28249,-0.227051,-199.91
2.25228,0.0769043,-197.083
2.25933,-0.224609,-199.491
2.41372,-0.289307,-199.072
2.46194,-0.245361,-197.292
2.22979,-0.161133,-200.119
2.44009,-0.373535,-197.92
2.46987,-0.0854492,-199.491
2.43815,0.0146484,-198.549
2.44932,-0.251465,-200.538
2.33075,-0.0427246,-200.748
2.18945,0.0537109,-198.13
2.06658,-0.354004,-199.701
2.27281,-0.151367,-196.873
2.34147,-0.201416,-197.083
2.45313,-0.466309,-200.119
2.67253,-0.0268555,-197.711
2.3991,-0.00732422,-201.69
2.29136,-0.0634766,-200.119
2.22816,0.0817871,-198.549
1.9975,-0.00610352,-200.329
2.16507,-0.38208,-196.664
2.17394,-0.189209,-197.92
2.3005,-0.159912,-199.701
2.60004,-0.426025,-198.13
2.40179,-0.102539,-199.491
2.3311,0.112305,-199.282
2.32478,-0.234375,-198.863
2.30419,-0.145264,-199.491
2.31688,-0.0549316,-199.491
2.37273,-0.0671387,-198.863
2.27827,-0.236816,-200.119
2.27292,-0.12085,-199.491
2.19285,-0.244141,-198.863
2.14086,-0.155029,-200.538
2.28237,0.0280762,-197.92
2.16098,-0.183105,-199.491
2.1758,-0.0585938,-198.863
2.23928,0.0134277,-197.92
2.25601,-0.338135,-199.282
2.29156,-0.330811,-198.549
2.20048,-0.0561523,-201.9
2.26909,-0.335693,-199.91
2.0139,0.0915527,-198.863
1.86645,0.201416,-199.491
2.09568,-0.245361,-194.883
2.1501,-0.493164,-198.549
2.29328,-0.057373,-197.711
2.45649,-0.402832,-197.501
2.35403,-0.26001,-202.109
2.37331,-0.0488281,-197.92
2.2992,-0.150146,-199.282
2.13159,-0.238037,-199.072
2.26924,0.20874,-195.302
2.15537,-0.187988,-197.711
2.54235,-0.344238,-198.549
2.71712,-0.131836,-195.931
2.64812,-0.322266,-199.491
2.81019,-0.535889,-197.92
2.7306,0.00854492,-198.339
2.57595,-0.419922,-199.91
2.52928,0.308838,-198.863
2.37284,-0.0244141,-198.339
2.31361,-0.290527,-200.329
2.42144,-0.351563,-197.292
2.33204,-0.0671387,-199.491
2.46069,-0.404053,-199.91
2.47353,-0.313721,-197.292
2.32448,0.00610352,-200.957
2.51622,0.0305176,-199.282
2.33577,-0.0280762,-199.282
2.18905,-0.201416,-199.491
2.13493,-0.214844,-201.69
2.09599,0.0183105,-198.863
1.99712,-0.17334,-199.701
2.0453,-0.319824,-198.549
2.24082,-0.0720215,-196.35
2.28709,-0.269775,-200.329
2.45868,-0.0622559,-197.711
2.36966,-0.109863,-200.329
2.22473,-0.192871,-201.481
2.10172,-0.222168,-198.13
1.86716,-0.214844,-200.748
2.09234,-0.0756836,-197.92
2.20008,-0.357666,-197.501
2.17004,-0.0720215,-199.91
2.42163,-0.177002,-199.282
2.28781,-0.305176,-198.339
2.20957,0.0561523,-199.701
2.28394,-0.155029,-198.863
2.24458,-0.189209,-199.282
2.28222,-0.140381,-200.119
2.2505,-0.126953,-199.491
2.08661,-0.290527,-199.701
2.06224,-0.0793457,-200.329
1.9653,-0.0622559,-197.92
1.92659,-0.107422,-200.119
2.23165,0.130615,-198.339
2.12702,-0.151367,-197.92
2.10085,-0.368652,-199.491
2.28547,-0.0610352,-197.501
2.27477,-0.212402,-199.282
2.34154,-0.330811,-198.549
2.27593,-0.151367,-201.271
2.14577,0.26001,-200.329
2.08268,0.00488281,-197.92
1.9859,-0.0146484,-199.072
2.10872,-0.142822,-195.093
2.38424,-0.258789,-197.292
2.7229,-0.386963,-198.549
2.83421,-0.231934,-197.083
2.8459,-0.308838,-201.69
2.74723,-0.230713,-198.863
2.4311,0.318604,-198.339
2.28409,-0.148926,-199.701
2.49595,0.0170898,-195.512
2.36764,-0.119629,-197.711
2.73783,-0.389404,-199.282
2.91854,-0.22583,-197.083
2.57427,-0.189209,-199.701
2.57582,-0.41748,-198.339
2.39906,-0.0708008,-198.863
2.32106,-0.26123,-199.701
2.46272,-0.174561,-199.282
2.32126,0.0488281,-198.863
2.27068,-0.189209,-200.538
2.31354,-0.393066,-198.549
2.20206,-0.205078,-199.491
2.24491,-0.0952148,-200.748
2.29166,-0.299072,-197.92
2.0251,-0.0134277,-200.538
2.20726,-0.0439453,-198.549
2.30435,-0.0402832,-198.549
2.2414,-0.108643,-199.282
2.42401,-0.117188,-199.072
2.36982,-0.264893,-202.109
2.30054,-0.166016,-199.701
2.04009,0.106201,-199.701
1.74401,-0.341797,-199.91
1.80535,0.065918,-195.931
1.95982,0.216064,-199.91
2.39216,-0.357666,-197.92
2.46474,-0.0927734,-199.072
2.28938,-0.114746,-202.109
2.28934,-0.292969,-198.13
1.98418,0.00488281,-200.329
2.04566,-0.0817871,-199.282
2.1033,-0.351563,-199.491
2.10375,0.239258,-199.491
2.21363,-0.194092,-197.083
2.18372,-0.217285,-199.91
2.4275,-0.098877,-198.549
2.32661,-0.195313,-199.072
2.16814,-0.0866699,-200.119
2.37885,-0.090332,-199.282
2.19281,-0.286865,-198.339
2.02533,-0.172119,-200.329
2.23911,0.340576,-197.083
2.20745,-0.17334,-199.282
2.28965,-0.250244,-198.863
2.45151,-0.178223,-196.873
2.20786,-0.330811,-199.91
2.41066,-0.20874,-197.292
2.42139,-0.163574,-199.072
2.39557,-0.218506,-198.339
2.39212,-0.272217,-199.91
2.41075,0.0195313,-200.538
2.27467,-0.078125,-197.711
2.10323,-0.405273,-199.072
2.31729,-0.186768,-196.664
2.39913,-0.307617,-196.664
2.5275,-0.43457,-199.491
2.73042,-0.0842285,-197.083
2.55915,-0.264893,-200.957
2.47373,-0.0915527,-200.119
2.36229,0.100098,-198.13
2.13567,-0.0769043,-200.119
2.40142,-0.319824,-196.664
2.42147,-0.252686,-197.92
2.45134,-0.374756,-199.701
2.69134,-0.247803,-198.549
2.38625,-0.0842285,-199.282
2.42893,-0.235596,-199.282
2.38623,-0.12207,-199.072
2.24636,0.179443,-199.701
2.31673,-0.192871,-199.91
2.37272,-0.230713,-199.282
2.09972,-0.196533,-200.119
2.0288,-0.19165,-199.701
2.14828,-0.211182,-198.863
2.09613,0.0720215,-200.748
2.29366,-0.212402,-198.13
2.12764,-0.00244141,-199.282
2.16255,0.101318,-199.072
2.39154,-0.13916,-197.92
2.30377,-0.345459,-199.491
2.31707,-0.180664,-198.863
2.16678,-0.186768,-201.9
2.03439,-0.101318,-200.329
1.92115,0.057373,-199.072
1.8784,-0.292969,-199.91
1.91907,-0.112305,-195.512
1.92466,0.250244,-199.072
2.40876,-0.3479,-198.339
2.85907,-0.579834,-197.92
2.84575,-0.407715,-202.528
2.94956,-0.457764,-199.072
3.07607,-0.477295,-200.329
2.85496,-0.090332,-200.538
2.51705,-0.174561,-197.083
2.20442,-0.090332,-199.91
2.56879,-0.0512695,-200.957
2.5983,-0.258789,-198.339
2.20746,-0.198975,-201.9
2.27679,-0.251465,-200.119
2.09794,0.00732422,-200.538
1.94691,-0.245361,-201.69
2.1591,0.0720215,-200.329
1.87621,-0.128174,-199.701
1.75145,-0.0683594,-201.69
1.9079,0.411377,-197.92
1.7687,0.0524902,-200.329
1.88256,-0.377197,-199.91
2.04768,-0.0976563,-197.292
1.86173,-0.251465,-197.501
1.9435,-0.0854492,-198.863
2.23922,-0.112305,-198.13
2.32129,-0.229492,-198.863
2.23938,-0.0476074,-200.119
2.27311,-0.114746,-197.292
2.18222,-0.449219,-198.339
2.38868,-0.147705,-196.664
2.5074,-0.201416,-195.302
2.54956,-0.438232,-199.282
2.96436,-0.169678,-196.35
2.92551,-0.00732422,-199.701
2.55179,-0.231934,-200.538
2.6173,0.249023,-197.711
2.33428,-0.0720215,-200.329
2.34915,-0.512695,-197.292
2.38219,-0.32959,-197.292
2.34479,-0.220947,-199.491
2.57248,-0.325928,-198.863
2.4779,-0.168457,-198.339
2.47219,-0.0488281,-199.701
2.49441,-0.197754,-198.863
2.3864,0.098877,-199.282
2.3789,-0.0732422,-200.119
2.36759,-0.339355,-199.491
2.21735,-0.301514,-199.91
2.0924,-0.12207,-200.538
2.09937,-0.410156,-198.339
2.07159,-0.159912,-200.538
2.27437,0.163574,-198.863
2.23948,-0.133057,-198.339
2.18386,0.0720215,-199.491
2.33417,0.0134277,-198.13
2.22641,-0.479736,-199.701
2.28972,-0.167236,-199.072
2.23218,0.0512695,-201.9
2.08293,-0.114746,-200.538
1.88006,0.078125,-198.549
1.81522,0.0854492,-199.91
2.03072,-0.186768,-195.721
2.15156,0.0231934,-198.339
2.36373,-0.20874,-198.863
2.61462,-0.393066,-197.501
2.36919,-0.247803,-202.528
2.28912,-0.20752,-199.282
2.07359,-0.159912,-199.491
1.87302,-0.202637,-200.119
2.15048,-0.0256348,-195.931
2.09641,-0.146484,-198.13
2.39213,-0.205078,-199.491
2.6076,-0.186768,-197.292
2.38809,-0.410156,-199.91
2.35089,-0.251465,-198.863
2.37152,-0.0146484,-198.863
2.35462,-0.34668,-199.91
2.41969,-0.0146484,-198.863
2.26338,0.129395,-198.339
1.98778,-0.184326,-200.119
1.96213,-0.130615,-197.501
2.07768,0.0158691,-198.863
2.35861,-0.323486,-199.491
2.3659,-0.478516,-196.664
2.28792,0.0915527,-199.701
2.51295,-0.330811,-197.292
2.46065,0,-197.501
2.42682,-0.185547,-198.13
2.65977,-0.456543,-197.92
2.56517,-0.36377,-200.748
2.56897,-0.136719,-198.549
2.42543,-0.297852,-198.863
2.26883,-0.374756,-198.863
2.4271,-0.0732422,-195.093
2.41269,-0.301514,-199.491
2.59568,-0.311279,-197.711
2.64398,-0.0268555,-198.549
2.53748,-0.396729,-202.319
2.53542,-0.3479,-198.13
2.06844,-0.101318,-199.282
1.98834,-0.302734,-196.664
2.22276,-0.140381,-199.491
2.48138,-0.330811,-199.491
2.38614,-0.114746,-197.501
2.22056,-0.0244141,-200.329
2.46429,-0.187988,-199.072
2.34697,-0.239258,-199.491
2.13864,0.0195313,-200.748
2.27326,-0.172119,-199.91
2.18795,-0.3479,-199.282
2.0948,0.0109863,-200.748
2.14491,-0.152588,-197.711
1.95852,-0.12207,-199.91
2.29914,0.280762,-199.282
2.47369,-0.167236,-197.711
2.17258,-0.280762,-200.329
2.38135,0.0158691,-197.92
2.23184,-0.292969,-199.701
2.16105,-0.373535,-199.072
2.23355,0.00854492,-200.748
2.00269,-0.0366211,-200.748
1.92289,0.0317383,-198.339
2.06653,-0.0244141,-199.491
2.11296,-0.235596,-196.35
2.11444,-0.478516,-197.083
2.46045,-0.136719,-199.701
2.67254,-0.19165,-197.501
2.56107,-0.377197,-201.69
2.42167,0.158691,-199.701
2.21129,-0.118408,-198.13
2.10334,-0.0524902,-200.119
2.41422,0.113525,-196.14
2.42549,-0.274658,-197.711
2.59652,-0.407715,-199.491
2.74151,-0.167236,-197.92
2.44034,-0.297852,-199.282
2.45896,-0.383301,-198.863
2.38487,-0.157471,-198.339
2.27862,-0.0817871,-199.282
2.46413,-0.224609,-199.072
2.50867,-0.0354004,-198.339
2.37897,-0.137939,-199.491
2.40147,-0.386963,-198.549
2.28812,-0.196533,-198.13
2.22856,-0.183105,-200.119
2.54659,-0.516357,-197.501
2.34181,-0.158691,-198.549
2.37894,-0.147705,-198.339
2.62843,-0.137939,-197.501
2.52572,0.217285,-199.072
2.54659,-0.310059,-198.549
2.44438,-0.274658,-201.69
2.31761,-0.218506,-199.91
2.12052,-0.142822,-198.863
1.9603,-0.34668,-199.91
2.10147,-0.057373,-195.302
2.27287,0.235596,-199.072
2.44794,-0.229492,-198.339
2.41458,-0.177002,-197.92
2.35477,-0.184326,-202.528
2.2967,-0.389404,-198.863
1.99545,0.0292969,-199.91
2.03295,-0.0830078,-200.119
2.15783,-0.203857,-196.14
1.8991,0,-199.072
2.32305,0.0976563,-199.701
2.42714,-0.17334,-197.083
2.13116,-0.218506,-200.329
2.377,-0.253906,-198.549
2.23959,-0.141602,-199.072
2.11648,-0.148926,-200.538
2.32462,-0.109863,-199.491
2.06434,-0.300293,-198.549
2.07203,-0.0671387,-200.748
2.17055,0.108643,-197.292
2.029,-0.0854492,-199.491
2.28591,-0.230713,-199.701
2.38281,-0.0439453,-197.083
2.13931,-0.209961,-200.748
2.44464,0.144043,-199.282
2.47951,-0.384521,-198.863
2.15204,-0.10376,-199.282
2.1892,0.0830078,-200.957
2.08303,-0.0817871,-198.339
1.96768,-0.26123,-199.491
2.10345,-0.0134277,-198.13
2.15336,-0.153809,-196.14
2.18515,-0.263672,-199.91
2.63011,-0.090332,-197.292
2.60007,-0.328369,-199.91
2.40132,-0.0634766,-200.957
2.55251,0.336914,-197.92
2.16678,-0.206299,-200.119
2.17051,-0.174561,-197.292
2.43305,-0.257568,-196.873
2.33596,-0.250244,-199.072
2.66496,-0.275879,-198.549
2.64848,-0.163574,-197.711
2.51133,-0.324707,-199.282
2.61024,-0.12207,-198.13
2.60422,0.179443,-198.863
2.44386,-0.224609,-199.701
2.41005,-0.321045,-199.072
2.33961,-0.338135,-199.282
2.22819,-0.0830078,-200.119
2.26412,-0.184326,-197.711
2.28047,-0.162354,-199.91
2.41558,-0.0854492,-198.549
2.31498,-0.115967,-197.92
2.21644,0.0195313,-199.701
2.3842,-0.0769043,-197.92
2.3716,-0.345459,-199.491
2.35854,-0.253906,-198.863
2.37128,-0.078125,-201.481
2.30978,-0.316162,-200.748
2.04555,-0.00366211,-198.549
1.8523,0.0708008,-199.91
2.0176,-0.15625,-195.931
