np,nc,no
0.640134,-0.065918,9.11062
0.681055,0.065918,7.4351
0.72574,0.0866699,5.65487
0.708993,0.238037,3.66519
0.664246,0.390625,2.40855
0.688477,0.390625,1.0472
0.67351,0.543213,0
0.7239,0.783691,-0.942478
0.71829,0.870361,-1.5708
0.74432,0.88623,-1.98968
0.736833,0.955811,-2.19911
0.747967,1.2085,-1.98968
0.863474,1.29272,-1.5708
0.910127,1.3623,-1.36136
0.893397,1.29272,-0.523599
0.912097,1.44531,0
0.949238,1.21094,1.0472
0.990011,1.25122,1.67552
0.934173,1.21216,2.40855
0.904484,1.18652,2.82743
0.930686,1.14746,3.03687
0.908395,1.09009,3.24631
0.910187,1.02661,3.66519
0.954872,1.05469,3.87463
0.943655,0.944824,4.29351
0.848606,0.804443,4.81711
0.822583,0.894775,5.02655
0.872999,0.802002,5.65487
0.872938,0.708008,6.49263
0.852486,0.668945,6.9115
0.822542,0.665283,7.4351
0.731193,0.548096,7.4351
0.72574,0.447998,7.64454
0.768642,0.450439,7.85398
0.779642,0.372314,8.4823
0.720011,0.373535,8.90118
0.703412,0.289307,9.63422
0.757436,0.234375,10.0531
0.74619,0.214844,10.0531
0.608409,0.213623,10.0531
0.641998,0.155029,9.84366
0.649362,0.288086,9.84366
0.62517,0.292969,10.0531
0.682907,0.100098,10.2625
0.703319,0.12085,10.472
0.736833,0.101318,10.6814
0.673599,0.212402,10.472
0.59733,0.129395,10.2625
0.589909,0.211182,10.0531
0.649471,0.131836,10.0531
0.774236,0.130615,10.2625
0.76116,0.0622559,10.6814
0.658725,0.0415039,10.8909
0.623306,0.124512,11.5192
0.705165,-0.0183105,12.0428
0.748116,-0.0170898,12.6711
0.694109,0.0170898,13.9277
0.64188,-0.187988,14.6608
0.522661,-0.151367,15.0796
0.511451,-0.163574,15.0796
0.552489,-0.238037,14.6608
0.519048,-0.168457,13.9277
0.543316,-0.155029,13.09
0.640202,-0.131836,11.5192
0.627052,-0.0646973,9.32006
0.58606,0.0634766,6.70206
0.630672,0.174561,4.08407
0.632572,0.235596,2.0944
0.59526,0.300293,0.20944
0.585952,0.539551,-1.15192
0.64753,0.64209,-2.51327
0.671735,0.948486,-3.35103
0.72387,1.18286,-3.56047
0.779854,1.31592,-3.76991
0.830102,1.33545,-3.35103
0.884121,1.40869,-2.72271
0.878249,1.49048,-1.78024
0.941569,1.40869,-0.942478
0.941657,1.32568,0.20944
0.924759,1.34033,1.25664
0.97697,1.27197,2.40855
0.90078,1.25244,3.24631
0.850613,1.12183,3.45575
0.820766,1.09863,3.45575
0.81698,1.03516,3.45575
0.85411,0.97168,3.03687
0.885721,1.0022,3.03687
0.816978,1.00342,3.03687
0.805963,1.00342,3.03687
0.802414,1.00342,2.82743
0.822781,1.05469,3.03687
0.893392,1.04126,3.45575
0.865252,0.994873,3.87463
0.908107,0.905762,4.50295
0.895191,0.865479,5.23599
0.867282,0.812988,5.86431
0.837547,0.777588,6.49263
0.807656,0.784912,6.9115
0.777881,0.554199,7.64454
0.694069,0.506592,7.85398
0.690364,0.482178,8.27286
0.679118,0.408936,8.90118
0.653031,0.330811,9.63422
0.61588,0.412598,10.2625
0.655143,0.394287,10.6814
0.707251,0.323486,10.8909
0.688471,0.34668,10.8909
0.656785,0.130615,10.2625
0.634447,0.336914,10.0531
0.690409,0.150146,9.84366
0.723864,0.144043,10.2625
0.744283,0.0500488,9.84366
0.701385,0.196533,9.84366
0.666071,0.108643,9.84366
0.630725,0.187988,9.32006
0.690478,0.10498,9.11062
0.662655,0.180664,8.69174
0.578677,0.179443,8.69174
0.614006,0.108643,8.90118
0.604657,0.174561,9.11062
0.636305,0.0500488,9.63422
0.617679,0.0195313,10.2625
0.613935,0.0622559,11.3097
0.68846,-0.0195313,12.6711
0.70142,-0.045166,13.5088
0.703319,0.0317383,14.4513
0.65867,-0.0622559,14.4513
0.574948,-0.228271,14.2419
0.604809,-0.150146,13.9277
0.686697,-0.151367,13.2994
0.662569,-0.101318,12.2522
0.5787,-0.151367,10.6814
0.606541,-0.0402832,8.69174
0.619582,0.123291,6.49263
0.612117,0.147705,4.29351
0.634499,0.323486,2.61799
0.690421,0.385742,1.25664
0.690409,0.561523,0
0.601056,0.800781,-0.733038
0.612123,0.887451,-1.36136
0.703336,1.03882,-1.5708
0.759227,1.14746,-1.78024
0.777933,1.21216,-1.36136
0.852641,1.31958,-1.15192
0.846871,1.29883,-0.523599
0.865467,1.3855,0.20944
0.895206,1.23535,0.628319
0.885882,1.17554,1.46608
0.852357,1.20728,2.0944
0.839245,1.03149,3.03687
0.843023,1.08765,3.66519
0.844921,0.982666,4.29351
0.867251,0.900879,4.81711
0.846798,0.758057,5.65487
0.876646,0.761719,6.28319
0.887922,0.670166,6.9115
0.789177,0.578613,7.4351
0.796641,0.550537,7.85398
0.776132,0.549316,8.06342
0.751801,0.446777,7.64454
0.718183,0.460205,7.85398
0.770367,0.369873,7.85398
0.768496,0.372314,8.06342
0.762999,0.297852,8.4823
0.770493,0.384521,8.90118
0.718313,0.302734,9.32006
0.72773,0.352783,9.84366
0.684822,0.24292,9.84366
0.686709,0.244141,9.63422
0.701617,0.288086,9.84366
0.69786,0.203857,9.63422
0.703441,0.206299,10.0531
0.733172,0.0634766,10.2625
0.723822,0.124512,10.2625
0.673599,0.212402,10.2625
0.673554,0.129395,10.0531
0.720046,0.211182,9.84366
0.673476,0.20874,9.32006
0.668034,0.0561523,9.32006
0.757413,-0.0109863,9.11062
0.680897,0.216064,9.32006
0.626929,0.216064,9.63422
0.679241,0.101318,10.2625
0.642092,0.161133,11.1003
0.647724,-0.0146484,13.9277
0.619696,-0.098877,15.0796
0.571144,-0.0817871,15.708
0.608379,-0.163574,16.1268
0.666225,-0.314941,16.1268
0.660687,-0.240479,15.4985
0.584258,-0.174561,14.8702
0.60658,-0.234375,13.09
0.671734,-0.175781,10.8909
0.632661,-0.0512695,8.69174
0.573037,-0.0109863,6.49263
0.593469,0.233154,5.02655
0.621487,0.273438,4.08407
0.62522,0.273438,3.45575
0.632744,0.361328,2.82743
0.712898,0.410156,2.40855
0.774248,0.545654,2.0944
0.729475,0.635986,2.40855
0.768509,0.635986,2.61799
0.811365,0.649414,3.24631
0.818888,0.544434,3.45575
0.811351,0.74585,3.66519
0.764818,0.65918,4.08407
0.734988,0.6604,4.08407
0.746202,0.726318,4.50295
0.76681,0.661621,5.23599
0.716408,0.646973,5.86431
0.727616,0.483398,6.70206
0.766797,0.48584,7.85398
0.746221,0.406494,8.69174
0.680999,0.318604,9.63422
0.630808,0.345459,10.0531
0.746338,0.34668,10.0531
0.7574,0.34668,9.84366
0.72764,0.38208,9.63422
0.683077,0.163574,9.32006
0.688551,0.29541,9.11062
0.729378,0.294189,9.11062
0.749943,0.148926,9.11062
0.688551,0.290527,9.11062
0.671879,0.198975,9.11062
0.705503,0.178223,9.11062
0.664499,0.34668,8.90118
0.625304,0.113525,8.4823
0.63451,0.180664,8.27286
0.716514,0.175781,8.27286
0.640202,0.0231934,8.27286
0.616013,0.177002,8.69174
0.656893,0.17334,9.11062
0.686516,0.109863,9.63422
0.749831,0.161133,10.472
0.755486,0.0170898,11.3097
0.751888,0.106201,12.4617
0.677321,-0.012207,13.7183
0.662447,0.012207,14.4513
0.657002,-0.155029,14.8702
0.656938,-0.148926,15.0796
0.615931,-0.159912,14.6608
0.623429,-0.218506,14.2419
0.660649,-0.235596,13.5088
0.636389,-0.390625,12.0428
0.666138,-0.12207,10.472
0.716431,-0.0927734,8.69174
0.67914,-0.0561523,7.22566
0.621405,-0.00488281,6.07375
0.690386,0.130615,5.44543
0.735012,0.17334,4.81711
0.738844,0.172119,4.29351
0.723864,0.301514,4.08407
0.677265,0.349121,4.08407
0.68476,0.456543,4.08407
0.694074,0.378418,4.08407
0.667968,0.369873,3.87463
0.658737,0.489502,3.66519
0.815221,0.488281,3.66519
1.0181,1.45996,3.87463
1.14276,1.41357,5.02655
1.17623,1.46729,6.49263
1.24889,1.3916,8.69174
1.34767,1.09985,11.3097
1.39791,0.976563,13.5088
1.22856,0.782471,15.4985
1.02757,0.562744,17.0693
0.951128,0.445557,18.326
0.911916,0.383301,19.4779
0.759163,0.286865,19.6873
0.727586,0.286865,19.6873
0.778021,0.214844,19.6873
0.742567,0.157471,19.4779
0.658714,0.161133,20.1062
0.654965,0.163574,20.7345
0.69396,0.0732422,21.8864
0.746116,0.0695801,22.9336
0.768623,0.0805664,23.6667
0.688505,0.0891113,23.6667
0.695973,0.0939941,22.9336
0.716455,0.0585938,21.4676
0.640085,0.155029,19.8968
0.586068,0.124512,18.326
0.602759,0.169678,17.2788
0.70149,0.17334,16.8599
0.729462,0.257568,16.8599
0.671768,0.34668,17.2788
0.643872,0.3479,17.4882
0.619613,0.343018,17.6976
0.630683,0.294189,17.9071
0.658583,0.201416,17.9071
0.703511,0.280762,17.9071
0.68863,0.185547,18.1165
0.690421,0.179443,18.1165
0.731387,0.26123,18.5354
0.757412,0.288086,19.059
0.742492,0.107422,19.4779
0.714532,0.192871,20.7345
0.694149,0.181885,21.8864
0.696019,0.0854492,22.9336
0.68663,-0.00976563,23.8761
0.636299,0.0610352,23.6667
0.677366,-0.0415039,22.9336
0.656872,-0.0512695,21.4676
0.638306,-0.0646973,19.4779
0.588051,-0.0378418,17.9071
0.558142,0.0695801,16.3363
0.641906,0.0585938,15.9174
0.692273,0.0549316,15.9174
0.701664,0.0476074,16.1268
0.744357,0.240479,16.6504
0.803901,0.321045,16.8599
0.749968,0.340576,17.0693
0.725758,0.266113,17.2788
0.764951,0.212402,17.4882
0.744419,0.129395,17.4882
0.680953,0.286865,17.6976
0.677231,0.214844,17.6976
0.731302,0.126953,18.1165
0.731447,0.299072,18.5354
0.738942,0.162354,19.4779
0.677288,0.247803,20.7345
0.68842,0.144043,21.8864
0.723852,0.150146,22.7242
0.748079,0.0817871,23.1431
0.755598,0.0622559,22.7242
0.662491,0.00488281,22.0959
0.638222,0,20.5251
0.679151,0.098877,19.059
0.742566,0.057373,17.6976
0.750054,0.170898,16.3363
0.694143,0.174561,16.1268
0.692353,0.257568,16.1268
0.703592,0.26001,16.3363
0.709198,0.258789,16.6504
0.632802,0.384521,17.0693
0.720142,0.384521,17.2788
0.736894,0.350342,17.4882
0.720129,0.195313,17.9071
0.694092,0.101318,18.5354
0.699684,0.179443,19.059
0.740702,0.198975,20.1062
0.671701,0.155029,20.7345
0.703214,0.0427246,21.4676
0.731278,0.00976563,22.0959
0.73882,-0.224609,22.5147
0.615911,0.00244141,22.7242
0.543289,0.0622559,22.3053
0.654916,0.0854492,21.1534
0.759264,-0.00610352,19.4779
0.649428,0.12085,17.6976
0.572971,0.166016,15.9174
0.658726,0.247803,14.4513
0.655089,0.235596,13.9277
0.684868,0.294189,13.9277
0.731356,0.373535,14.4513
0.824434,0.371094,14.8702
0.925026,0.41748,15.4985
0.885879,0.462646,16.3363
0.893466,0.383301,17.4882
0.880587,0.238037,18.326
0.753839,0.212402,19.4779
0.764843,0.20874,20.1062
0.775952,0.130615,20.7345
0.697681,0.153809,21.1534
0.706959,0.12085,21.8864
0.692044,0.0732422,22.3053
0.688494,-0.012207,23.1431
0.710915,-0.0964355,23.6667
0.709022,0.00366211,23.8761
0.682918,0,23.3525
0.686675,0.0585938,23.3525
0.690615,-0.0805664,22.0959
0.683133,0.00854492,20.3156
0.638347,0.0390625,19.059
0.617893,0.100098,17.4882
0.606661,0.0976563,16.6504
0.656818,0.0976563,16.3363
0.649363,0.175781,16.1268
0.651183,0.235596,16.6504
0.677332,0.222168,16.8599
0.649395,0.159912,17.0693
0.636305,0.150146,17.0693
0.656861,0.350342,17.4882
0.729547,0.12207,17.2788
0.755598,0.184326,17.0693
0.790896,0.179443,16.8599
0.742726,0.26123,16.6504
0.776478,0.197754,16.8599
0.79292,0.338135,17.9071
0.792709,0.339355,19.059
0.740677,0.187988,20.3156
0.666215,0.090332,21.8864
0.697768,0.15625,22.3053
0.658703,0.0012207,22.3053
0.692251,0.0854492,21.677
0.69217,0.0439453,20.3156
0.697699,0.0817871,19.2684
0.651183,0.078125,17.9071
0.600975,-0.0585938,16.8599
0.658649,0.0561523,16.6504
0.738624,0.217285,16.6504
0.761059,0.157471,16.6504
0.742529,0.216064,16.8599
0.723911,0.12207,16.8599
0.740647,0.286865,16.8599
0.762948,0.205078,16.8599
0.723984,0.297852,16.8599
0.722065,0.297852,17.0693
0.727604,0.2771,17.0693
0.707123,0.20752,17.2788
0.757412,0.130615,17.4882
0.792827,0.125732,18.1165
0.783493,0.211182,19.059
0.746197,0.0341797,20.1062
0.720261,0.0500488,21.1534
0.779809,0.15625,22.0959
0.746258,-0.00488281,22.7242
0.733233,0.170898,22.9336
0.733196,0.0915527,22.3053
0.720118,0.0524902,21.677
0.720201,0.0744629,19.4779
0.792853,0.169678,18.7448
0.742628,0.170898,18.1165
0.640127,0.175781,17.6976
0.699655,0.26001,18.1165
0.669754,0.258789,18.1165
0.6382,0.203857,18.1165
0.666264,0.153809,17.9071
0.666286,0.230713,17.6976
0.641986,0.263672,17.2788
0.653138,0.115967,16.8599
0.623273,0.101318,16.6504
0.595349,0.178223,16.3363
0.630829,0.26001,16.3363
0.697848,0.43457,16.6504
0.790989,0.288086,17.6976
0.779867,0.192871,19.2684
0.723876,0.183105,20.7345
0.684709,0.163574,22.0959
0.617703,0.158691,22.5147
0.647477,0.0866699,22.0959
0.647595,0.0854492,21.677
0.602929,0.0830078,20.5251
0.601053,0.045166,19.4779
0.68476,0.0976563,18.5354
0.68655,0.125732,17.6976
0.708934,0.134277,17.4882
0.802162,0.135498,17.4882
0.759339,0.129395,17.6976
0.727706,0.153809,17.9071
0.716419,0.108643,17.9071
0.744307,0.206299,17.9071
0.735048,0.297852,18.1165
0.710927,0.212402,18.326
0.675613,0.209961,18.326
0.658813,0.130615,19.059
0.671812,0.0634766,19.2684
0.688551,0.158691,19.6873
0.718301,-0.0170898,20.5251
0.67914,0.0439453,21.1534
0.699568,0.0744629,22.0959
0.686596,0.302734,22.7242
0.690398,0.0805664,22.7242
0.712703,0,22.0959
0.664213,0.0402832,20.944
0.667979,0.0964355,19.2684
0.623304,0.0634766,17.4882
0.688562,0.187988,15.9174
0.740837,0.185547,15.2891
0.753852,0.253906,15.2891
0.664323,0.249023,15.708
0.634468,0.330811,16.1268
0.699661,0.410156,16.6504
0.703342,0.257568,17.0693
0.707158,0.340576,17.6976
0.718331,0.505371,18.326
0.705259,0.522461,18.7448
0.722089,0.19165,19.2684
0.735024,0.180664,19.2684
0.675462,0.262451,19.6873
0.668068,0.170898,20.1062
0.716408,0.247803,20.7345
0.714626,0.106201,21.8864
0.705317,0.098877,22.7242
0.731423,0.00854492,23.3525
0.699776,-0.0695801,23.3525
0.604697,0,22.7242
0.58056,0.0305176,21.8864
0.591715,-0.0524902,20.3156
0.580482,0.0280762,19.059
0.671968,0.0769043,17.6976
0.660752,0.0708008,16.6504
0.641997,-0.00854492,16.3363
0.655002,0.146484,16.1268
0.727718,0.151367,16.6504
0.73712,0.27832,16.8599
0.77071,0.288086,17.0693
0.791133,0.24292,17.2788
0.718373,0.211182,17.4882
0.710798,0.212402,17.6976
0.682896,0.130615,17.9071
0.662426,0.203857,18.326
0.699799,0.129395,19.059
0.709151,0.0695801,19.6873
0.699788,0.114746,20.944
0.6979,0.0744629,22.0959
0.653127,-0.0231934,23.3525
0.617873,-0.0805664,24.0855
0.664465,-0.00244141,24.295
0.630912,0.00244141,23.8761
0.619777,-0.0415039,22.0959
0.642092,0.0231934,20.5251
0.617785,0.100098,19.059
0.654992,0.100098,17.6976
0.696007,0.172119,17.2788
0.742676,0.174561,17.0693
0.748351,0.274658,17.0693
0.684981,0.197754,17.2788
0.638295,0.167236,17.2788
0.664322,0.29541,17.2788
0.625303,0.349121,17.0693
0.632797,0.350342,16.8599
0.716585,0.2771,16.6504
0.7464,0.184326,16.3363
0.746313,0.26123,16.3363
0.71465,0.262451,16.3363
0.751938,0.375977,16.6504
0.720201,0.198975,17.6976
0.73877,0.196533,19.059
0.735061,0.187988,20.5251
0.653225,0.090332,22.3053
0.617816,0.0793457,22.9336
0.662414,0.0256348,23.1431
0.703429,-0.0354004,22.7242
0.666319,0.0390625,22.0959
0.660764,0.045166,20.944
0.65329,0.0512695,19.8968
0.647776,-0.0146484,19.059
0.675703,-0.0170898,17.9071
0.655084,0.0708008,17.4882
0.67923,0.170898,17.4882
0.623242,0.184326,17.0693
0.655012,0.106201,17.2788
0.738887,0.203857,17.0693
0.772384,0.151367,16.6504
0.774312,0.27832,16.6504
0.729546,0.13916,16.3363
0.785519,0.286865,15.9174
0.763252,0.130615,15.9174
0.752012,0.0634766,15.9174
0.720344,0.301514,16.1268
0.718432,0.388184,17.2788
0.796681,0.286865,18.5354
0.871206,0.161133,20.3156
0.802177,0.0732422,22.3053
0.692216,0.0769043,23.6667
0.666043,0.0439453,23.8761
0.675468,0.0927734,22.9336
0.671835,0.101318,22.3053
0.625242,0.0671387,21.1534
0.669887,0.146484,20.1062
0.653172,0.090332,19.6873
0.668122,0.0146484,19.059
0.701699,0.090332,18.7448
0.649664,0.111084,18.7448
0.675636,0.203857,18.5354
0.673721,0.205078,18.326
0.673649,0.146484,18.1165
0.638274,0.134277,17.6976
0.617822,0.181885,16.8599
0.656969,0.179443,16.6504
0.683037,0.26123,16.6504
0.690432,0.288086,17.0693
0.692319,0.198975,17.6976
0.729522,0.142822,18.5354
0.707187,0.185547,20.1062
0.718396,0.090332,21.1534
0.673833,0.00488281,22.0959
0.630859,0.0012207,22.0959
0.712733,0.0292969,21.4676
0.653225,0.0842285,20.5251
0.604787,0.0427246,19.4779
0.58987,0.0756836,18.7448
0.629068,0.0012207,17.9071
0.673654,0.137939,17.6976
0.742493,0.135498,17.6976
0.723858,0.0268555,17.9071
0.68846,0.124512,18.1165
0.800287,0.155029,18.1165
0.738941,0.153809,18.326
0.789406,0.12207,18.326
0.755947,0.0598145,18.5354
0.668217,0.205078,18.1165
0.688528,0.131836,17.9071
0.703354,0.145264,17.6976
0.727622,0.362549,17.6976
0.774223,0.0695801,18.326
0.764888,0.163574,19.6873
0.707169,0.0500488,20.944
0.668166,0.0646973,22.3053
0.696076,0.0756836,23.3525
0.662426,-0.0671387,23.1431
0.610194,0.0354004,22.5147
0.606561,0.142822,21.1534
0.614077,0.0756836,19.6873
0.627126,0.159912,18.5354
0.727754,0.168457,17.2788
0.710916,0.185547,17.0693
0.688517,0.255127,17.2788
0.645693,0.244141,17.2788
0.707228,0.172119,17.6976
0.763024,0.292969,17.9071
0.712662,0.247803,17.9071
0.684856,0.114746,18.1165
0.696065,0.112305,17.9071
0.742542,0.262451,17.9071
0.703453,0.26001,17.9071
0.658758,0.262451,17.6976
0.690557,0.172119,17.9071
0.752143,0.289307,18.326
0.804219,0.107422,19.6873
0.744492,0.162354,20.7345
0.707158,0.0939941,22.0959
0.68663,0.161133,22.7242
0.696007,0.0708008,22.7242
0.666325,-0.0012207,22.3053
0.662535,-0.00488281,20.7345
0.697837,-0.00488281,19.059
0.709051,-0.00976563,17.6976
0.682817,0.0488281,16.1268
0.643733,0.13916,15.2891
0.658791,0.13916,15.4985
0.664399,0.212402,15.4985
0.768743,0.217285,15.9174
0.81901,0.328369,16.6504
0.878452,0.20874,16.8599
0.846801,0.244141,17.2788
0.748178,0.354004,17.6976
0.753802,0.2771,18.1165
0.778008,0.211182,18.5354
0.792932,0.131836,19.059
0.692308,-0.00854492,19.4779
0.662415,0.241699,19.6873
0.710916,0.161133,20.5251
0.694166,0.197754,21.8864
0.731368,0.0744629,22.7242
0.746394,0.147705,23.8761
0.666319,0.00610352,23.8761
0.636446,0.0402832,22.3053
0.660698,0.00732422,20.7345
0.684834,0.153809,19.2684
0.658725,0.187988,17.9071
0.645671,0.168457,17.0693
0.675535,0.177002,16.8599
0.694218,0.250244,16.8599
0.649416,0.174561,17.2788
0.740751,0.377197,17.4882
0.722232,0.294189,17.6976
0.69058,0.244141,18.1165
0.675714,0.290527,18.326
0.666325,0.195313,19.059
0.653224,0.10376,19.4779
0.623388,0.0231934,19.8968
0.658779,0.150146,20.5251
0.634529,0.109863,20.7345
0.666198,0.107422,21.4676
0.783597,0.0134277,21.8864
0.7464,0.00976563,22.3053
0.67189,0.00610352,22.7242
0.666259,-0.0671387,22.5147
0.630838,-0.0622559,21.8864
0.552671,-0.00244141,19.8968
0.578792,0.0842285,18.1165
0.591881,0.0817871,16.1268
0.616065,0.108643,14.6608
0.653149,0.247803,13.9277
0.707111,0.292969,13.7183
0.675345,0.294189,14.2419
0.712709,0.291748,14.8702
0.783467,0.455322,15.4985
0.794567,0.328369,16.3363
0.850613,0.29541,17.2788
0.839356,0.294189,18.1165
0.802098,0.299072,19.2684
0.807829,0.366211,20.1062
0.742591,0.131836,20.5251
0.711009,0.130615,21.1534
0.710951,0.00488281,21.1534
0.673598,0.0708008,21.8864
0.647541,0.0732422,22.5147
0.643819,0.161133,23.1431
0.60849,-0.00854492,23.8761
0.586126,-0.0708008,23.6667
0.584258,0,23.3525
0.628965,-0.0195313,22.5147
0.69408,-0.0842285,20.7345
0.697768,0.00854492,19.4779
0.694052,0.100098,17.6976
0.632719,0.117188,16.6504
0.710974,0.172119,16.1268
0.740824,0.253906,15.9174
0.65697,0.175781,16.6504
0.690284,0.17334,16.6504
0.708881,0.078125,17.0693
0.742518,0.117188,17.4882
0.697837,0.292969,17.4882
0.688676,0.286865,17.6976
0.709204,0.12207,17.9071
0.7575,0.0280762,17.4882
0.710927,0.179443,17.4882
0.697889,0.195313,17.2788
0.75563,0.109863,17.2788
0.757562,0.108643,17.9071
0.787242,0.249023,19.059
0.79651,0.20874,20.3156
0.746202,0.245361,21.677
0.735146,0.0854492,22.5147
0.761399,0.106201,22.5147
0.684913,0.0866699,21.8864
0.643925,0.0842285,20.944
0.623429,0.0805664,19.4779
0.591674,0.109863,18.326
0.6606,0.0708008,17.6976
0.699684,0.057373,17.2788
0.723936,0.0610352,17.2788
0.703435,0.147705,17.4882
0.733414,0.155029,17.6976
0.770684,0.292969,17.6976
0.813411,0.177002,17.4882
0.811485,0.212402,17.6976
0.735084,0.212402,17.9071
0.71278,0.285645,17.6976
0.669893,0.285645,17.9071
0.720166,0.153809,18.1165
0.74819,0.159912,18.5354
0.723935,0.12207,19.6873
0.694097,0.0744629,20.944
0.697854,-0.020752,21.8864
0.748129,0.0732422,22.9336
0.705259,-0.00244141,23.3525
0.649437,0.0646973,22.9336
0.65697,-0.0427246,22.5147
0.71465,0.114746,21.4676
0.682873,0.100098,20.3156
0.656969,0.0842285,19.2684
0.656893,0.0964355,18.5354
0.636463,0.0939941,18.1165
0.684981,0.174561,18.1165
0.688573,0.229492,18.1165
0.664356,0.163574,17.9071
0.664301,0.10498,17.9071
0.718218,0.142822,17.6976
0.742481,0.264893,17.4882
0.694137,0.335693,17.0693
0.666308,0.180664,16.6504
0.677466,0.0231934,16.3363
0.701641,0.283203,16.1268
0.714614,0.198975,16.6504
0.710763,0.198975,17.2788
0.768484,0.194092,18.326
0.811338,0.270996,19.8968
0.738734,0.251465,21.4676
0.697825,0.159912,22.3053
0.677321,0.0646973,22.5147
0.658649,0.0854492,21.8864
0.686618,0.0830078,20.944
0.677343,0.113525,20.1062
0.761259,0.0512695,19.059
0.757663,-0.00244141,18.1165
0.655186,0.0585938,17.6976
0.694155,0.153809,17.6976
0.757412,0.0427246,17.9071
0.785363,0.0964355,18.1165
0.746307,0.240479,18.1165
0.755748,0.206299,18.326
0.779887,0.124512,18.326
0.725794,0.198975,18.326
0.710868,0.131836,18.5354
0.694103,0.214844,18.7448
0.688568,0.216064,19.2684
0.708969,0.246582,19.6873
0.744356,0.0720215,20.3156
0.669959,-0.0146484,21.1534
0.632698,0.158691,21.8864
0.666286,0.148926,22.5147
0.690477,0.0952148,22.9336
0.737083,-0.0317383,22.5147
0.74459,0.0561523,21.677
0.70527,0.142822,19.8968
0.722053,0.0439453,18.5354
0.733257,0.0744629,16.8599
0.641977,0.238037,16.1268
0.673766,0.249023,15.9174
0.711045,0.175781,16.1268
0.733451,0.26001,16.6504
0.705515,0.375977,17.2788
0.722125,0.344238,17.6976
0.759352,0.333252,17.9071
0.688539,0.201416,18.5354
0.658747,0.280762,19.059
0.686732,0.340576,19.059
0.720213,0.106201,19.2684
0.69225,0.195313,19.2684
0.692227,0.166016,19.6873
0.722006,0.0146484,21.677
0.694011,-0.0744629,22.5147
0.723864,0.0878906,22.9336
0.677411,0.00244141,22.9336
0.615982,-0.43457,22.7242
0.638359,-0.00488281,21.4676
0.658909,0.0390625,20.1062
0.64401,0.0256348,18.7448
0.586233,0.0744629,17.4882
0.586157,0.0695801,16.6504
0.645822,0.137939,16.1268
0.660633,0.141602,15.9174
0.69412,0.133057,16.1268
0.729595,0.240479,16.3363
0.742627,0.19165,16.8599
0.723984,0.244141,17.0693
0.729667,0.20874,17.2788
0.761298,0.212402,17.4882
0.804108,0.29541,17.6976
0.777945,0.20874,17.9071
0.7258,0.130615,18.5354
0.724007,0.153809,19.059
0.738898,0.12085,19.8968
0.71655,0.163574,20.944
0.716621,0.0512695,22.3053
0.707321,0.0646973,23.6667
0.627287,0.0769043,24.5044
0.584461,0,24.5044
0.632797,-0.0488281,23.8761
0.668012,-0.0390625,22.5147
0.632635,0.065918,20.7345
0.627101,0.0769043,19.2684
0.703552,0.169678,17.6976
0.72038,0.172119,17.2788
0.683065,0.175781,17.0693
0.742591,0.174561,17.2788
0.774312,0.258789,17.2788
0.714709,0.203857,17.0693
0.703586,0.205078,16.8599
0.724049,0.114746,17.0693
0.681145,0.131836,16.8599
0.705305,0.263672,16.8599
0.681032,0.180664,16.6504
0.71465,0.179443,16.1268
0.690489,0.281982,16.3363
0.751975,0.198975,16.3363
0.770571,0.24292,17.6976
0.75195,0.281982,19.059
0.78172,0.0793457,20.5251
0.774173,0.327148,22.0959
0.768637,0.157471,22.9336
0.683043,0.0866699,23.1431
0.686652,-0.00488281,22.7242
0.705305,0.0415039,22.0959
0.638264,-0.012207,21.4676
0.587944,-0.0134277,20.1062
0.593518,-0.0244141,19.2684
0.623325,-0.0976563,18.1165
0.690557,-0.020752,17.6976
0.735352,0.0891113,17.4882
0.686766,0.187988,17.0693
0.677321,0.0646973,16.8599
0.675384,0.205078,16.3363
0.761009,0.0915527,16.1268
0.735048,0.212402,16.3363
0.677399,0.202637,15.9174
0.750067,0.130615,15.708
0.722137,0.213623,15.2891
0.688545,0.280762,15.0796
0.694069,0.358887,15.4985
0.720154,0.478516,16.1268
0.776132,0.429688,17.9071
0.804101,0.223389,19.4779
0.779861,0.234375,21.4676
0.697952,0.151367,22.7242
0.692205,0.0927734,23.1431
0.627007,0.0964355,22.5147
0.679118,0.098877,21.677
0.70527,0.164795,20.5251
0.763111,0.163574,19.6873
0.770494,0.174561,19.2684
0.673643,0.090332,19.059
0.690341,0.172119,18.7448
0.716514,0.166016,18.7448
0.669982,0.114746,18.5354
0.61774,0.203857,18.1165
0.627059,0.112305,17.9071
0.662447,0.0341797,17.4882
0.692388,0.102539,17.0693
0.671924,0.345459,16.8599
0.671835,0.174561,16.8599
0.716431,0.142822,17.0693
0.749943,0.198975,17.2788
0.761135,0.374756,18.5354
0.761348,0.185547,19.4779
0.723983,0.090332,20.7345
0.712615,0.0109863,22.0959
0.716431,0.0866699,22.3053
0.666248,0.0537109,21.8864
0.657002,0.126953,21.1534
0.621621,0.0280762,19.8968
0.623428,0.109863,19.2684
0.658758,0.0695801,18.1165
0.68472,0.134277,17.6976
0.721958,0.135498,17.6976
0.656763,0.150146,17.6976
0.681066,0.272217,18.1165
0.727538,0.155029,18.326
0.761028,0.0646973,18.1165
0.74614,0.270996,18.326
0.693971,0.229492,18.326
