np,nc,no
14.1687,-30.5782,-0.5625
14.1002,-30.5782,-0.5625
14.0835,-30.7876,-0.626038
14.4389,-30.7876,-0.626038
14.4911,-30.8923,-0.60022
14.281,-30.8923,-0.60022
14.3062,-30.8923,-0.646729
14.765,-30.8923,-0.646729
15.095,-30.8923,-0.561951
15.3803,-30.8923,-0.561951
15.7976,-30.7876,-0.533936
15.7744,-30.7876,-0.533936
15.4419,-29.2168,-0.520752
15.1462,-29.2168,-0.520752
15.0069,-29.1121,-0.451904
14.3503,-29.1121,-0.451904
13.7623,-29.1121,-0.484314
13.9449,-29.1121,-0.484314
14.1084,-29.1121,-0.456299
13.8389,-29.1121,-0.456299
13.658,-30.3687,-0.556274
13.7285,-30.3687,-0.556274
13.8136,-30.5782,-0.591797
14.004,-30.5782,-0.591797
14.4009,-30.997,-0.622192
14.5757,-30.997,-0.622192
14.3599,-30.997,-0.641602
14.2903,-30.997,-0.641602
14.4894,-30.6829,-0.57019
14.6524,-30.6829,-0.57019
14.9499,-30.6829,-0.580444
15.3394,-30.6829,-0.580444
15.4579,-30.4734,-0.484314
15.2159,-30.4734,-0.484314
15.0521,-29.6357,-0.53595
14.9655,-29.6357,-0.53595
14.7223,-29.531,-0.44751
14.5912,-29.531,-0.44751
14.7762,-29.531,-0.486694
14.6181,-29.531,-0.486694
13.9238,-29.531,-0.496948
13.3799,-29.531,-0.496948
13.3626,-29.531,-0.551514
13.5975,-29.531,-0.551514
13.8573,-29.531,-0.616333
14.2044,-29.531,-0.616333
14.4993,-29.9499,-0.607361
14.3249,-29.9499,-0.607361
14.2893,-30.0546,-0.648926
14.6622,-30.0546,-0.648926
14.6813,-30.0546,-0.530457
14.6711,-30.0546,-0.530457
14.9058,-29.9499,-0.518005
15.0605,-29.9499,-0.518005
14.7801,-29.9499,-0.505371
14.6533,-29.9499,-0.505371
14.8645,-29.9499,-0.476257
14.7001,-29.9499,-0.476257
14.6294,-29.7404,-0.499329
14.7584,-29.7404,-0.499329
14.6287,-29.531,-0.461975
14.0209,-29.531,-0.461975
13.4036,-29.531,-0.529541
13.3786,-29.531,-0.529541
13.2055,-29.531,-0.550232
13.2242,-29.531,-0.550232
13.816,-29.531,-0.60791
14.0584,-29.531,-0.60791
14.0307,-29.531,-0.636108
14.1955,-29.531,-0.636108
14.7164,-29.6357,-0.58136
14.7433,-29.6357,-0.58136
14.5773,-29.8451,-0.55481
15.0267,-29.8451,-0.55481
15.1921,-30.3687,-0.451904
14.8874,-30.3687,-0.451904
14.5489,-30.3687,-0.526794
14.6031,-30.3687,-0.526794
14.6813,-30.3687,-0.446594
14.5851,-30.3687,-0.446594
14.7927,-29.8451,-0.510864
14.8514,-29.8451,-0.510864
14.3409,-29.8451,-0.502991
13.7715,-29.8451,-0.502991
13.5974,-29.8451,-0.556091
13.5451,-29.8451,-0.556091
13.5883,-29.7404,-0.599304
13.8553,-29.7404,-0.599304
14.2018,-29.3215,-0.610657
14.2464,-29.3215,-0.610657
14.3608,-29.3215,-0.668518
14.7679,-29.3215,-0.668518
14.8517,-29.3215,-0.550598
14.8542,-29.3215,-0.550598
15.4094,-30.264,-0.556824
15.8489,-30.264,-0.556824
15.6332,-30.3687,-0.528809
15.2871,-30.3687,-0.528809
15.1695,-30.6829,-0.480469
15.0723,-30.6829,-0.480469
14.8433,-30.6829,-0.502808
14.9308,-30.6829,-0.502808
14.9911,-30.3687,-0.491821
14.5316,-30.3687,-0.491821
14.3505,-30.3687,-0.569824
14.2389,-30.3687,-0.569824
14.1376,-29.2168,-0.596741
14.2578,-29.2168,-0.596741
14.5584,-28.4838,-0.63208
14.7839,-28.4838,-0.63208
14.5672,-28.4838,-0.635559
14.473,-28.4838,-0.635559
14.8551,-28.4838,-0.647827
15.1579,-28.4838,-0.647827
15.3027,-29.4263,-0.588867
15.7355,-29.4263,-0.588867
16.3847,-30.0546,-0.502991
16.3059,-30.0546,-0.502991
15.7963,-30.0546,-0.576965
15.6759,-30.0546,-0.576965
15.4948,-30.4734,-0.462891
15.2871,-30.4734,-0.462891
15.3121,-30.5782,-0.534119
15.2511,-30.5782,-0.534119
14.8971,-30.4734,-0.514526
14.4307,-30.4734,-0.514526
14.2992,-29.531,-0.575867
14.2717,-29.531,-0.575867
14.446,-29.2168,-0.628418
14.7317,-29.2168,-0.628418
14.79,-28.5885,-0.64032
14.7912,-28.5885,-0.64032
14.7741,-28.5885,-0.661194
14.8802,-28.5885,-0.661194
15.0714,-28.5885,-0.564697
14.9823,-28.5885,-0.564697
15.1726,-29.6357,-0.604614
15.7021,-29.6357,-0.604614
15.7271,-29.8451,-0.50354
15.5299,-29.8451,-0.50354
15.4785,-29.9499,-0.544739
15.5092,-29.9499,-0.544739
15.1465,-29.9499,-0.489075
14.9655,-29.9499,-0.489075
15.087,-29.9499,-0.464905
14.5337,-29.9499,-0.464905
13.9094,-29.9499,-0.524048
13.5976,-29.9499,-0.524048
13.5532,-29.7404,-0.560486
13.5712,-29.7404,-0.560486
13.8108,-29.6357,-0.622925
14.331,-29.6357,-0.622925
14.4634,-28.7979,-0.622375
14.393,-28.7979,-0.622375
14.471,-28.7979,-0.639587
14.5836,-28.7979,-0.639587
14.3507,-28.7979,-0.512512
14.1441,-28.7979,-0.512512
14.4124,-29.2168,-0.483398
14.6543,-29.2168,-0.483398
14.7136,-29.531,-0.515991
14.8196,-29.531,-0.515991
14.9048,-29.531,-0.453186
14.3662,-29.531,-0.453186
13.9264,-29.531,-0.501343
14.2628,-29.531,-0.501343
14.5619,-29.6357,-0.462341
13.9901,-29.6357,-0.462341
13.5273,-29.7404,-0.537781
13.3615,-29.7404,-0.537781
12.8412,-29.7404,-0.548035
12.9138,-29.7404,-0.548035
13.8009,-29.7404,-0.606262
14.1546,-29.7404,-0.606262
13.7027,-29.531,-0.620361
13.5713,-29.531,-0.620361
13.719,-29.531,-0.54364
13.6241,-29.531,-0.54364
13.8064,-29.531,-0.536682
14.187,-29.531,-0.536682
14.0812,-29.531,-0.424072
13.702,-29.531,-0.424072
13.5538,-29.531,-0.496033
13.5099,-29.531,-0.496033
13.4585,-29.531,-0.421326
13.5267,-29.531,-0.421326
14.0129,-29.531,-0.488708
14.4059,-29.531,-0.488708
14.0333,-29.9499,-0.521118
13.6484,-29.9499,-0.521118
13.7439,-30.5782,-0.532837
13.3984,-30.5782,-0.532837
13.2778,-30.7876,-0.598389
13.7812,-30.7876,-0.598389
13.8785,-30.7876,-0.602051
13.7886,-30.7876,-0.602051
14.1164,-30.7876,-0.647095
14.6962,-30.7876,-0.647095
14.6774,-30.6829,-0.530823
14.4991,-30.6829,-0.530823
14.8683,-30.264,-0.506836
15.2239,-30.264,-0.506836
14.8787,-29.2168,-0.491821
14.3226,-29.2168,-0.491821
14.3763,-29.0074,-0.437256
13.8846,-29.0074,-0.437256
13.4496,-29.0074,-0.497681
14.0136,-29.0074,-0.497681
14.3766,-29.0074,-0.469666
14.0807,-29.0074,-0.469666
13.8901,-30.0546,-0.577515
14.0011,-30.0546,-0.577515
13.9855,-30.6829,-0.598389
14.0636,-30.6829,-0.598389
14.6444,-30.6829,-0.620911
14.5685,-30.6829,-0.620911
14.2305,-30.6829,-0.639404
14.351,-30.6829,-0.639404
14.6958,-30.6829,-0.59729
15.1138,-30.6829,-0.59729
15.3838,-30.6829,-0.598022
15.8165,-30.6829,-0.598022
16.1379,-30.0546,-0.484497
15.7719,-30.0546,-0.484497
15.4293,-28.6932,-0.558472
15.3019,-28.6932,-0.558472
14.7661,-28.6932,-0.416565
14.1859,-28.6932,-0.416565
14.29,-28.6932,-0.491638
14.4031,-28.6932,-0.491638
14.0881,-29.6357,-0.525879
13.8455,-29.6357,-0.525879
14.0038,-30.5782,-0.580994
14.1504,-30.5782,-0.580994
14.4196,-30.5782,-0.643799
14.863,-30.5782,-0.643799
15.0091,-30.5782,-0.640869
14.8346,-30.5782,-0.640869
14.7724,-30.6829,-0.66156
15.0429,-30.6829,-0.66156
15.3892,-30.5782,-0.574768
15.6488,-30.5782,-0.574768
16.1019,-30.4734,-0.566162
16.3148,-30.4734,-0.566162
15.845,-29.531,-0.542542
15.7245,-29.531,-0.542542
15.7509,-28.9027,-0.515991
15.4157,-28.9027,-0.515991
15.2251,-28.9027,-0.518005
15.3461,-28.9027,-0.518005
15.3726,-28.9027,-0.477722
14.8086,-28.9027,-0.477722
14.1589,-29.3215,-0.562317
14.0442,-29.3215,-0.562317
14.1748,-29.8451,-0.604065
14.3913,-29.8451,-0.604065
14.8158,-29.8451,-0.664856
15.32,-29.8451,-0.664856
15.2422,-29.8451,-0.669983
15.0109,-29.8451,-0.669983
15.2608,-29.8451,-0.648376
15.3788,-29.8451,-0.648376
15.4571,-29.7404,-0.584106
15.7516,-29.7404,-0.584106
16.0284,-29.531,-0.496216
15.8741,-29.531,-0.496216
15.5962,-29.531,-0.572021
15.5444,-29.531,-0.572021
15.5534,-29.0074,-0.486694
15.6154,-29.0074,-0.486694
15.6414,-29.0074,-0.55957
15.6429,-29.0074,-0.55957
15.3659,-29.0074,-0.508484
14.6887,-29.0074,-0.508484
14.2457,-28.9027,-0.571655
14.1265,-28.9027,-0.571655
14.0669,-29.0074,-0.620178
14.499,-29.0074,-0.620178
15.0696,-29.0074,-0.652222
15.1718,-29.0074,-0.652222
15.1289,-29.0074,-0.704224
15.3282,-29.0074,-0.704224
15.7537,-29.0074,-0.593079
15.5996,-29.0074,-0.593079
15.6909,-29.4263,-0.61908
16.3216,-29.4263,-0.61908
16.1407,-29.6357,-0.500793
15.893,-29.6357,-0.500793
15.7042,-29.6357,-0.57074
15.6585,-29.6357,-0.57074
15.6064,-29.6357,-0.496216
15.6587,-29.6357,-0.496216
15.9861,-29.6357,-0.539063
15.9501,-29.6357,-0.539063
15.3604,-29.2168,-0.558472
14.9194,-29.2168,-0.558472
14.7402,-29.2168,-0.601135
14.5858,-29.2168,-0.601135
14.6716,-29.1121,-0.649109
15.0516,-29.1121,-0.649109
15.2432,-28.5885,-0.643616
15.0347,-28.5885,-0.643616
15.2008,-28.5885,-0.714111
15.6059,-28.5885,-0.714111
15.7255,-28.5885,-0.600403
15.952,-28.5885,-0.600403
16.584,-29.4263,-0.610474
17.0455,-29.4263,-0.610474
16.7491,-30.0546,-0.567993
16.5398,-30.0546,-0.567993
16.4376,-30.1593,-0.544556
16.176,-30.1593,-0.544556
16.0284,-30.1593,-0.543274
16.2903,-30.1593,-0.543274
16.289,-30.0546,-0.535217
15.8297,-30.0546,-0.535217
15.378,-29.8451,-0.614685
15.3282,-29.8451,-0.614685
15.3726,-28.6932,-0.640503
15.3352,-28.6932,-0.640503
15.6641,-28.0649,-0.687378
15.958,-28.0649,-0.687378
15.8741,-28.0649,-0.687744
15.7429,-28.0649,-0.687744
15.9171,-28.0649,-0.721619
16.2985,-28.0649,-0.721619
16.3829,-28.5885,-0.613953
16.4799,-28.5885,-0.613953
17.1737,-29.6357,-0.59491
17.4499,-29.6357,-0.59491
17.0693,-29.6357,-0.612671
16.9465,-29.6357,-0.612671
16.9619,-30.0546,-0.526062
16.6932,-30.0546,-0.526062
16.4679,-30.0546,-0.572754
16.4631,-30.0546,-0.572754
16.2722,-29.9499,-0.541809
15.7966,-29.9499,-0.541809
15.5299,-29.531,-0.61908
15.4066,-29.531,-0.61908
15.2134,-29.1121,-0.665405
15.5079,-29.1121,-0.665405
16.0119,-28.1696,-0.69397
16.2391,-28.1696,-0.69397
16.136,-28.1696,-0.705688
16.0135,-28.1696,-0.705688
16.0989,-28.1696,-0.685181
16.0169,-28.1696,-0.685181
16.0624,-28.7979,-0.60791
16.4191,-28.7979,-0.60791
16.8508,-29.3215,-0.539978
16.9219,-29.3215,-0.539978
16.8177,-29.3215,-0.617798
16.8686,-29.3215,-0.617798
16.6618,-29.531,-0.506653
16.437,-29.531,-0.506653
16.3752,-29.531,-0.580444
16.2956,-29.531,-0.580444
15.724,-29.3215,-0.529358
14.9891,-29.3215,-0.529358
14.8254,-29.2168,-0.599854
14.7227,-29.2168,-0.599854
14.7552,-29.1121,-0.654419
15.2506,-29.1121,-0.654419
15.6766,-29.1121,-0.686646
15.6603,-29.1121,-0.686646
15.5914,-28.6932,-0.70752
15.7001,-28.6932,-0.70752
15.8994,-28.4838,-0.623291
15.7603,-28.4838,-0.623291
15.6432,-28.4838,-0.588501
15.6945,-28.4838,-0.588501
16.1171,-28.4838,-0.513611
16.1781,-28.4838,-0.513611
16.0017,-28.6932,-0.589783
16.244,-28.6932,-0.589783
15.9344,-28.6932,-0.493835
15.5347,-28.6932,-0.493835
15.8292,-29.0074,-0.559021
16.0895,-29.0074,-0.559021
15.6398,-29.0074,-0.562683
15.233,-29.0074,-0.562683
15.0489,-29.0074,-0.595459
14.6507,-29.0074,-0.595459
14.3655,-29.0074,-0.659546
14.8847,-29.0074,-0.659546
15.6286,-29.0074,-0.674194
15.5707,-29.0074,-0.674194
15.3783,-28.9027,-0.730774
15.6962,-28.9027,-0.730774
15.7932,-28.9027,-0.610474
15.7498,-28.9027,-0.610474
16.1513,-28.7979,-0.620178
16.4794,-28.7979,-0.620178
16.1289,-28.6932,-0.513428
15.6133,-28.6932,-0.513428
15.6672,-28.6932,-0.570923
15.4403,-28.6932,-0.570923
15.207,-28.6932,-0.508118
15.5275,-28.6932,-0.508118
15.9518,-28.6932,-0.562866
16.4016,-28.6932,-0.562866
16.2175,-29.0074,-0.609192
15.8394,-29.0074,-0.609192
15.8386,-29.531,-0.62677
15.4045,-29.531,-0.62677
15.2243,-30.0546,-0.694153
15.7842,-30.0546,-0.694153
16.0868,-30.0546,-0.706604
16.0895,-30.0546,-0.706604
16.4701,-30.0546,-0.759155
16.8703,-30.0546,-0.759155
16.8782,-29.8451,-0.649292
16.9366,-29.8451,-0.649292
17.2993,-29.3215,-0.639587
17.4647,-29.3215,-0.639587
17.2073,-28.2743,-0.559937
16.7662,-28.2743,-0.559937
16.6524,-27.646,-0.587219
16.3161,-27.646,-0.587219
15.7937,-27.646,-0.53009
15.7822,-27.646,-0.53009
16.2839,-27.646,-0.556824
16.6685,-27.646,-0.556824
16.4362,-28.6932,-0.643066
16.2983,-28.6932,-0.643066
16.1946,-29.4263,-0.642517
15.656,-29.4263,-0.642517
15.942,-29.6357,-0.716675
16.6366,-29.6357,-0.716675
16.4704,-29.7404,-0.714294
16.2528,-29.7404,-0.714294
16.4609,-29.7404,-0.747803
16.8082,-29.7404,-0.747803
16.9112,-29.7404,-0.648743
17.2028,-29.7404,-0.648743
17.8287,-29.7404,-0.637573
17.9175,-29.7404,-0.637573
17.7006,-28.4838,-0.591431
17.4913,-28.4838,-0.591431
17.3941,-27.7507,-0.577881
16.7984,-27.7507,-0.577881
16.0624,-27.7507,-0.555176
16.2099,-27.7507,-0.555176
16.3576,-27.7507,-0.536865
15.9843,-27.7507,-0.536865
15.7011,-29.2168,-0.626038
15.6743,-29.2168,-0.626038
15.6549,-29.8451,-0.672363
15.8534,-29.8451,-0.672363
16.3118,-29.8451,-0.721436
16.6158,-29.8451,-0.721436
16.2969,-29.8451,-0.735535
16.324,-29.8451,-0.735535
16.6244,-29.9499,-0.718506
16.719,-29.9499,-0.718506
16.726,-29.9499,-0.65094
17.1412,-29.9499,-0.65094
17.741,-29.8451,-0.599854
17.7575,-29.8451,-0.599854
17.439,-29.0074,-0.61084
17.3161,-29.0074,-0.61084
17.1415,-28.1696,-0.559021
16.6417,-28.1696,-0.559021
16.7531,-28.1696,-0.578979
16.8835,-28.1696,-0.578979
16.5471,-28.1696,-0.537048
15.897,-28.1696,-0.537048
15.3091,-29.1121,-0.615601
15.2496,-29.1121,-0.615601
15.2484,-29.1121,-0.662659
15.5273,-29.1121,-0.662659
16.1681,-29.1121,-0.711365
16.4715,-29.1121,-0.711365
16.4107,-29.1121,-0.717041
16.2879,-29.1121,-0.717041
16.4336,-29.1121,-0.704956
16.6339,-29.1121,-0.704956
16.4257,-29.2168,-0.622925
16.6832,-29.2168,-0.622925
17.0727,-28.9027,-0.546753
16.684,-28.9027,-0.546753
16.5802,-28.6932,-0.598389
16.6216,-28.6932,-0.598389
16.4424,-28.6932,-0.531555
16.3221,-28.6932,-0.531555
16.5105,-28.6932,-0.583557
16.5661,-28.6932,-0.583557
16.0702,-28.6932,-0.538879
15.6702,-28.6932,-0.538879
15.2568,-28.6932,-0.598572
14.8942,-28.6932,-0.598572
14.7568,-28.6932,-0.63739
15.0166,-28.6932,-0.63739
15.7095,-28.6932,-0.684814
15.846,-28.6932,-0.684814
15.7069,-28.9027,-0.718872
15.9512,-28.9027,-0.718872
16.2429,-28.9027,-0.658813
16.115,-28.9027,-0.658813
16.0025,-29.1121,-0.617615
16.5306,-29.1121,-0.617615
16.7033,-29.7404,-0.510315
16.3823,-29.7404,-0.510315
16.2546,-29.7404,-0.59436
16.237,-29.7404,-0.59436
16.1873,-29.7404,-0.510498
16.0826,-29.7404,-0.510498
16.3925,-29.2168,-0.587952
16.5569,-29.2168,-0.587952
16.1378,-29.2168,-0.558472
15.5235,-29.2168,-0.558472
15.1802,-29.0074,-0.624756
14.9794,-29.0074,-0.624756
15.0151,-28.9027,-0.660645
15.3099,-28.9027,-0.660645
15.6288,-28.4838,-0.67511
15.4132,-28.4838,-0.67511
15.3181,-28.4838,-0.728577
15.9359,-28.4838,-0.728577
16.2985,-28.4838,-0.639771
16.2717,-28.4838,-0.639771
16.7464,-29.3215,-0.662292
17.3679,-29.3215,-0.662292
17.3857,-30.1593,-0.55188
17.0735,-30.1593,-0.55188
17.1037,-30.1593,-0.604065
16.8793,-30.1593,-0.604065
16.5406,-30.1593,-0.531738
16.5897,-30.1593,-0.531738
16.7613,-29.9499,-0.577698
16.5566,-29.9499,-0.577698
16.2885,-29.6357,-0.605713
15.9771,-29.6357,-0.605713
15.7942,-29.0074,-0.647827
15.6447,-29.0074,-0.647827
15.8198,-27.8555,-0.706604
16.3674,-27.8555,-0.706604
16.4021,-27.8555,-0.701111
16.1418,-27.8555,-0.701111
16.1809,-27.8555,-0.748718
16.4159,-27.8555,-0.748718
16.7648,-27.9602,-0.645996
16.7369,-27.9602,-0.645996
17.1516,-29.0074,-0.687744
17.9214,-29.0074,-0.687744
17.8957,-29.8451,-0.581543
17.5496,-29.8451,-0.581543
17.4118,-29.8451,-0.618347
17.2565,-29.8451,-0.618347
17.0371,-29.8451,-0.546204
16.9568,-29.8451,-0.546204
16.9417,-29.8451,-0.558289
16.5735,-29.8451,-0.558289
16.0808,-29.531,-0.611938
15.9772,-29.531,-0.611938
15.7332,-29.3215,-0.655518
15.6817,-29.3215,-0.655518
16.1668,-28.2743,-0.704407
16.3842,-28.2743,-0.704407
16.35,-28.1696,-0.715393
16.228,-28.1696,-0.715393
16.3145,-28.1696,-0.729492
16.4159,-28.1696,-0.729492
16.3208,-28.1696,-0.604065
16.237,-28.1696,-0.604065
16.5721,-29.1121,-0.636658
17.1247,-29.1121,-0.636658
17.0567,-29.3215,-0.580994
17.0156,-29.3215,-0.580994
17.0315,-29.531,-0.585938
16.7178,-29.531,-0.585938
16.4525,-29.531,-0.544739
16.4086,-29.531,-0.544739
16.4444,-29.531,-0.517456
15.7961,-29.531,-0.517456
15.1787,-29.531,-0.583923
15.0235,-29.531,-0.583923
14.8057,-29.1121,-0.622925
14.9727,-29.1121,-0.622925
15.4936,-29.0074,-0.682983
15.8218,-29.0074,-0.682983
15.8249,-28.1696,-0.684814
15.6309,-28.1696,-0.684814
15.8776,-28.1696,-0.695984
15.7495,-28.1696,-0.695984
15.4826,-28.1696,-0.575317
15.6578,-28.1696,-0.575317
15.8305,-28.7979,-0.548767
16.0637,-28.7979,-0.548767
15.865,-28.7979,-0.547485
15.8305,-28.7979,-0.547485
15.8989,-28.7979,-0.519653
15.637,-28.7979,-0.519653
15.3688,-28.9027,-0.529907
15.5153,-28.9027,-0.529907
15.5094,-29.2168,-0.507202
15.1894,-29.2168,-0.507202
14.8319,-29.2168,-0.587952
14.7198,-29.2168,-0.587952
14.2625,-29.2168,-0.579712
13.9602,-29.2168,-0.579712
14.5215,-29.3215,-0.664307
15.0553,-29.3215,-0.664307
14.9614,-29.3215,-0.662842
14.9551,-29.3215,-0.662842
15.0945,-29.0074,-0.638306
15.0771,-29.0074,-0.638306
15.0417,-29.0074,-0.579529
15.4163,-29.0074,-0.579529
15.6761,-29.0074,-0.477722
15.1864,-29.0074,-0.477722
14.8138,-29.0074,-0.543091
14.8064,-29.0074,-0.543091
14.6603,-29.0074,-0.465454
14.6289,-29.0074,-0.465454
14.8006,-29.0074,-0.563782
15.2586,-29.0074,-0.563782
15.4663,-29.0074,-0.531372
15.2316,-29.0074,-0.531372
15.0257,-29.7404,-0.614868
14.8785,-29.7404,-0.614868
14.5147,-30.264,-0.632263
14.8021,-30.264,-0.632263
15.2501,-30.264,-0.649292
15.1959,-30.264,-0.649292
15.2204,-30.264,-0.707886
15.5958,-30.264,-0.707886
16.0382,-30.264,-0.630615
15.9068,-30.264,-0.630615
16.0545,-29.9499,-0.621643
16.6193,-29.9499,-0.621643
16.5661,-29.0074,-0.50885
16.035,-29.0074,-0.50885
15.6447,-28.2743,-0.570923
15.6562,-28.2743,-0.570923
15.1708,-28.2743,-0.467834
14.9983,-28.2743,-0.467834
15.5528,-28.2743,-0.550781
15.7598,-28.2743,-0.550781
15.7011,-28.7979,-0.588867
15.5526,-28.7979,-0.588867
15.5467,-29.7404,-0.623657
15.3566,-29.7404,-0.623657
15.2078,-30.0546,-0.691772
15.7652,-30.0546,-0.691772
15.979,-30.1593,-0.665222
15.5717,-30.1593,-0.665222
15.6753,-30.1593,-0.726746
16.0884,-30.1593,-0.726746
16.3514,-30.0546,-0.62439
16.523,-30.0546,-0.62439
17.1188,-29.6357,-0.642151
17.3872,-29.6357,-0.642151
17.2218,-28.9027,-0.562317
17.1286,-28.9027,-0.562317
16.8595,-28.1696,-0.58667
16.4441,-28.1696,-0.58667
15.6735,-28.1696,-0.511414
15.6113,-28.1696,-0.511414
15.9039,-28.1696,-0.52002
15.699,-28.1696,-0.52002
15.4344,-29.3215,-0.610291
15.2762,-29.3215,-0.610291
15.2662,-29.8451,-0.648376
15.3944,-29.8451,-0.648376
15.9473,-29.8451,-0.704407
16.4701,-29.8451,-0.704407
16.2196,-29.8451,-0.7099
15.8841,-29.8451,-0.7099
16.1087,-29.8451,-0.707886
16.253,-29.8451,-0.707886
16.3394,-29.8451,-0.629517
16.8838,-29.8451,-0.629517
17.3381,-29.8451,-0.599121
17.3759,-29.8451,-0.599121
17.1532,-29.0074,-0.602234
17.0852,-29.0074,-0.602234
16.9988,-28.3791,-0.554443
16.5737,-28.3791,-0.554443
16.5385,-28.3791,-0.567444
16.6521,-28.3791,-0.567444
16.3232,-28.3791,-0.526428
15.7503,-28.3791,-0.526428
15.2579,-29.3215,-0.608459
15.1882,-29.3215,-0.608459
15.2239,-29.3215,-0.657532
15.3708,-29.3215,-0.657532
15.9948,-29.3215,-0.711548
16.4346,-29.3215,-0.711548
16.4327,-29.3215,-0.724365
16.3413,-29.3215,-0.724365
16.4265,-29.3215,-0.714844
16.7098,-29.3215,-0.714844
16.6052,-29.3215,-0.628967
16.9023,-29.3215,-0.628967
17.5087,-28.9027,-0.55481
17.1094,-28.9027,-0.55481
16.9361,-28.9027,-0.614502
17.0296,-28.9027,-0.614502
16.7276,-28.7979,-0.547852
16.6076,-28.7979,-0.547852
16.8497,-28.4838,-0.609192
17.0055,-28.4838,-0.609192
16.774,-28.3791,-0.553894
16.3072,-28.3791,-0.553894
15.8886,-28.3791,-0.617798
15.3841,-28.3791,-0.617798
15.2823,-28.4838,-0.662842
15.595,-28.4838,-0.662842
16.0211,-28.4838,-0.714294
16.4278,-28.4838,-0.714294
16.3817,-28.4838,-0.737366
16.5721,-28.4838,-0.737366
16.9515,-28.5885,-0.707886
16.928,-28.5885,-0.707886
16.7917,-28.9027,-0.630981
17.1518,-28.9027,-0.630981
17.5173,-29.4263,-0.548584
17.0486,-29.4263,-0.548584
16.8122,-29.4263,-0.623291
16.9611,-29.4263,-0.623291
16.8229,-29.4263,-0.536682
16.893,-29.4263,-0.536682
17.024,-29.0074,-0.629517
17.2414,-29.0074,-0.629517
17.1448,-28.7979,-0.579163
16.5965,-28.7979,-0.579163
16.1733,-28.6932,-0.655518
15.8786,-28.6932,-0.655518
15.7067,-28.4838,-0.679871
15.8187,-28.4838,-0.679871
16.2348,-28.1696,-0.704773
16.3405,-28.1696,-0.704773
15.9396,-28.1696,-0.739014
16.1384,-28.1696,-0.739014
16.6921,-28.1696,-0.710266
16.8768,-28.1696,-0.710266
17.2,-28.6932,-0.674561
17.7497,-28.6932,-0.674561
18.3715,-29.6357,-0.579895
18.1828,-29.6357,-0.579895
17.939,-29.6357,-0.653687
17.8694,-29.6357,-0.653687
17.5558,-29.6357,-0.546753
17.4043,-29.6357,-0.546753
17.5187,-29.531,-0.643799
17.6185,-29.531,-0.643799
17.3306,-29.4263,-0.609741
16.907,-29.4263,-0.609741
16.6984,-29.2168,-0.684265
16.4932,-29.2168,-0.684265
16.3132,-27.8555,-0.725281
16.7968,-27.8555,-0.725281
17.1666,-27.2271,-0.741577
16.933,-27.2271,-0.741577
